"","Gene","N.sums","MF.score","MF.rank","MF.nfold.min"
"Tbc1d31","210544",5,2.61736856471377e-07,7106,8512
"Tmem151b","210573",6,1.7074700808869e-07,5601,6864
"Coq10a","210582",7,3.30133277256883e-07,8034,8999.5
"Pamr1","210622",22,3.341525527267e-06,15749,15399
"Prrt3","210673",5,3.09690160867545e-07,7784,5472.5
"Gab3","210710",13,9.04483010040415e-07,11835,13209
"Mcmbp","210711",3,4.74628818916281e-08,2441,3881
"Mkx","210719",17,1.18007198271256e-06,12775,14204
"Kcnk12","210741",4,1.7558555123684e-07,5688,6950.5
"Themis","210757",6,6.41712222765621e-07,10625,9694
"Ppp1r36","210762",5,1.93419376017306e-07,6025,7227
"Brcc3","210766",6,1.88168645743945e-07,5939,7158.5
"Tbc1d4","210789",24,4.0938812042646e-06,16127,16441.5
"Unc5d","210801",15,7.85072204739564e-06,16962,16606
"Lacc1","210808",13,1.72680350570682e-06,14074,14895.5
"Ints9","210925",1,4.50210946338907e-08,2319,1246
"Adgrb3","210933",12,1.12014338612131e-06,12591,13265.5
"Kbtbd2","210973",1,1.80346326264178e-08,1460.5,1475.5
"Gltscr1l","210982",4,1.54775049514421e-07,5297,5828
"D15Ertd621e","210998",6,2.42531805110711e-07,6833,7614
"Trim41","211007",2,5.84421270774114e-08,2812.5,2794.5
"BC016548","211039",1,3.20304253166432e-08,1966.5,1010.5
"Alkbh1","211064",1,8.27495353613589e-07,11513,693.5
"March11","211147",5,2.57541116775573e-07,7045,6432.5
"Churc1","211151",1,5.72475973469631e-08,2744.5,821.5
"Lrtm2","211187",7,6.30556815527969e-07,10547,9460
"Cpne9","211232",10,1.72876797798823e-06,14081,14131.5
"Kbtbd7","211255",12,8.21191240732773e-07,11484,12223
"Cln5","211286",4,9.40001917864597e-08,3897,4907.5
"Fbxw13","211305",3,4.31203464005345e-07,9081,6177
"Ncoa7","211329",23,1.44080289318607e-06,13469,14648.5
"Pank3","211347",10,2.26007754060684e-06,14847,14627
"6720489N17Rik","211378",6,3.11626100440825e-07,7824,8839
"Amer3","211383",9,4.46997992881186e-07,9225,10670.5
"Suox","211389",13,5.96824132595483e-07,10335,11705.5
"Mtss1","211401",25,2.6048361796796e-06,15205,15987
"Exoc3","211446",4,1.01803342481497e-07,4112,4834
"Kcnh8","211468",2,3.09968133923206e-07,7796,5023
"Kcnj14","211480",7,1.92675411442224e-06,14396,14481.5
"Efhb","211482",2,3.14556650699385e-08,1897,3033
"Tsga10","211484",2,7.13280988761281e-08,3291.5,3897.5
"Ado","211488",8,3.60439848694064e-07,8382,9581.5
"Tmem87a","211499",24,1.33617251673194e-05,17304,17454
"Ccdc114","211535",3,5.36167187227574e-08,2635,4221
"Nomo1","211548",4,3.16753367562941e-07,7884,8711
"Tifa","211550",20,2.37811902351984e-06,14982,15611.5
"Ap1ar","211556",3,8.89068215329925e-08,3754,3961
"Mrgprf","211577",8,3.3715538354766e-07,8117,9216.5
"Tfdp2","211586",17,1.20879035000575e-06,12856,13473.5
"Ptchd1","211612",8,1.6980378671909e-06,14025,14626
"Fancd2","211651",3,1.01474308903103e-06,12264,11510
"Wwc1","211652",12,1.13277118672069e-06,12632,13799
"Cspp1","211660",5,3.83468550764879e-07,8630,7942
"Arfgef1","211673",5,5.91099974173486e-07,10289,6477.5
"Pcdh9","211712",20,1.93970089010301e-06,14415,14779
"Vstm2a","211739",19,2.72268804931848e-06,15317,15903
"Trib1","211770",13,2.69702478641817e-06,15303,15645
"Mfsd9","211798",5,3.83954408105549e-07,8636,8826.5
"Depdc7","211896",22,1.58573944183008e-06,13799,14747.5
"Asap2","211914",6,4.20620632000746e-07,8983,8945.5
"Dennd6a","211922",6,1.78268896536164e-07,5746,7187
"Ccdc73","211936",6,1.57411318685054e-06,13785,11906
"Plekhh1","211945",24,1.65382726534113e-06,13933,14478
"Pde12","211948",5,1.71240322651403e-07,5608,6946.5
"Spsb4","211949",21,1.53701865398689e-06,13713,14823.5
"Asxl3","211961",9,6.99388265493704e-07,10920,11329
"Zfyve26","211978",3,1.31702382817243e-07,4837,5074
"Tmem18","211986",4,9.34212502659847e-07,11956,7937
"Hk3","212032",15,1.24675012960583e-06,12948,14185
"Clrn3","212070",6,4.40679278427039e-07,9169,9680
"Syne3","212073",9,3.87945373359612e-07,8676,9792.5
"Tmem60","212090",1,1.34210324435207e-08,946,1879
"Inpp5a","212111",11,1.15330213251708e-06,12703,12797.5
"Dcaf15","212123",2,4.65524408861987e-08,2390.5,2560.5
"Cfap46","212124",1,4.33199246614526e-08,2259.5,738.5
"Proser1","212127",4,4.60287993643139e-07,9339,5639
"Cc2d1a","212139",3,9.15735355200894e-08,3823.5,4806.5
"2610015P09Rik","212153",1,3.3131408442678e-08,1991.5,1085.5
"Gsap","212167",15,1.14994949847151e-06,12691,13460
"Zswim4","212168",3,7.03187928525674e-07,10947,11415.5
"Ubxn10","212190",4,1.67596758082345e-07,5528.5,4936
"Wdr25","212198",3,2.32973353639069e-07,6664,3568.5
"Zfp748","212276",1,4.71412597275989e-08,2423,866
"Zfp729a","212281",5,1.0434640006956e-06,12354,8698.5
"Arap2","212285",32,2.767977511015e-06,15353,16109.5
"Mapre2","212307",19,1.7225139884637e-06,14063,13732
"Fam149a","212326",8,3.83843207832717e-07,8635,9923.5
"Mms22l","212377",10,3.90720825179773e-07,8703,10502.5
"Klhl32","212390",8,1.08328370605279e-06,12481,8727
"Lcor","212391",0,0,335.5,335.5
"Ccdc110","212392",1,1.80346326264178e-08,1460.5,1475.5
"Frat2","212398",10,9.95576407260691e-07,12194,12785
"AA986860","212439",11,1.56970816275379e-06,13778,13011
"Lactb2","212442",18,1.04497638123986e-06,12360,12966
"9330159F19Rik","212448",9,3.99420070243124e-07,8792,10008.5
"Fam193b","212483",4,1.74001934661484e-07,5664,6403
"Paox","212503",8,3.09316656850549e-07,7773,8835.5
"Mtg1","212508",0,0,335.5,335.5
"Spice1","212514",4,3.40808729448239e-07,8162,6529.5
"Efcab12","212516",11,5.04395568337197e-06,16468,12836
"Sprn","212518",2,3.80217536344052e-08,2163,3126
"Trmt1","212528",4,2.81737269179378e-07,7400,7908
"Sh3bgrl2","212531",21,2.25097066987526e-06,14833,15700
"Gm266","212539",20,1.89569590587834e-06,14354,14939.5
"Rho","212541",10,2.40745049689248e-06,15012,14921.5
"BC027231","212547",3,8.65746462191702e-08,3692,3586
"Pqlc2","212555",9,6.26425165380005e-07,10519,10939.5
"Prpsap2","212627",0,0,335.5,335.5
"Iffo2","212632",11,4.27691937938861e-07,9042,10684
"Aldh4a1","212647",10,2.92594670160953e-07,7561,8949.5
"Catsper2","212670",2,3.14556650699385e-08,1897,3033
"Mars2","212679",4,6.5809248202111e-07,10707,5865.5
"N4bp3","212706",2,5.45743932409609e-08,2665.5,2293.5
"Satb2","212712",25,5.14516027320376e-06,16493,16934
"Ccdc64b","212733",3,3.18581146297179e-07,7904,5960
"Arl14ep","212772",10,9.51757497175263e-07,12020,10392.5
"Chpt1","212862",29,2.49000166626463e-06,15097,15265
"Ddx46","212880",9,1.14085255209928e-06,12655,12431
"Rsph4a","212892",10,3.16672449369814e-06,15643,15754
"Dse","212898",23,3.14810269383988e-06,15628,15951
"Kctd7","212919",3,7.94843373679968e-08,3505,4369.5
"Pm20d1","212933",11,1.27754938649779e-06,13038,13707
"Tifab","212937",17,3.40234006581383e-06,15787,14180
"Fam46a","212943",30,3.42789804869091e-06,15803,16462
"Athl1","212974",6,1.48944731938026e-07,5197,6523.5
"Slc45a3","212980",26,2.09403403218505e-06,14643,15330
"Scfd2","212986",3,1.12952042000922e-07,4395,5155.5
"Best2","212989",3,1.00425353975107e-07,4071,5173
"BC016579","212998",4,2.07476481416002e-07,6263,6361
"Tnpo2","212999",7,5.40634628598948e-07,9961,7773
"Ifitm6","213002",30,1.18887905466017e-05,17254,17411
"Mfsd4","213006",23,1.43847642957022e-06,13462,14758
"Zfp583","213011",1,4.63891131802511e-08,2368.5,903.5
"Abhd10","213012",3,7.23650951760339e-08,3319,3645
"Pdlim2","213019",29,3.59056635065914e-06,15894,16121
"Evi5l","213027",2,3.40418494481074e-08,2028.5,3492.5
"Slc39a14","213053",14,6.68312506607511e-07,10763,11738
"Gabpb2","213054",8,1.05877430295614e-06,12412,12386.5
"Fam126b","213056",13,4.42288659377859e-06,16267,15825.5
"Tmem71","213068",18,1.926156006573e-06,14394,15047.5
"Wdr19","213081",1,1.85766634751959e-08,1598.5,1104.5
"Cdkl3","213084",3,6.54462615597108e-08,3094.5,4189.5
"Phf3","213109",6,2.86333048357965e-06,15427,7700.5
"Itga10","213119",2,9.22403054030743e-08,3852,3823.5
"Ankrd35","213121",7,5.12727509482796e-07,9753,9593.5
"Prss27","213171",8,3.03024063232207e-06,15552,15796
"Il20rb","213208",11,1.12058708435169e-06,12592,13741
"Rnf26","213211",4,2.5487576135055e-07,7004,7747
"Tapbpl","213233",7,2.77988559046953e-07,7345,8443.5
"Zbbx","213234",2,1.16014464849672e-07,4470.5,3262.5
"Dnd1","213236",2,9.9262149369941e-08,4040,4558.5
"Fstl5","213262",15,6.89436014571247e-06,16861,16877.5
"Txndc2","213272",2,6.09714785372414e-08,2932,3391.5
"Fbxl21","213311",2,2.8187594196212e-07,7401,4234.5
"Scyl2","213326",1,1.66305877153241e-08,1278,1128
"Pddc1","213350",3,2.96816000174885e-07,7608,4932
"Prdm9","213389",2,6.71454197287554e-08,3151.5,3137.5
"Rassf4","213391",41,9.87712667855291e-06,17141,17375
"8430408G22Rik","213393",29,4.84238293094986e-06,16413,15875
"Armc2","213402",2,9.13411269450113e-08,3807.5,2659.5
"Lemd1","213409",5,6.34988138493986e-07,10573,10064.5
"Klhdc8a","213417",11,8.67677265768506e-06,17051,15315.5
"Mylk3","213435",8,3.55287905097709e-07,8319,9593.5
"Zcchc5","213436",10,6.35675940223908e-06,16772,16714
"A630033H20Rik","213438",4,1.38049736076483e-07,4973,5825.5
"Gpr174","213439",12,1.5008949884055e-06,13624,14492
"Gm732","213450",0,0,335.5,335.5
"Dstyk","213452",8,3.34745400751594e-07,8091,9842.5
"Rbbp5","213464",1,1.34210324435207e-08,946,1879
"Lgi3","213469",17,3.01297664910341e-06,15534,14590.5
"Nudt18","213484",3,6.59686341322568e-07,10717,3895
"Szrd1","213491",3,1.17437899605909e-07,4523,5271.5
"Arhgef11","213498",3,7.4449343899101e-08,3354.5,3841.5
"Fbxo42","213499",3,7.29884660696684e-08,3334,3772
"Plekhg6","213522",0,0,335.5,335.5
"Pth2r","213527",2,3.94925552198545e-07,8749,4082
"Bag2","213539",5,2.90505635017553e-07,7536,7793.5
"Ythdf2","213541",7,3.92671058536672e-07,8724,10028.5
"Dis3l","213550",3,7.20027227280978e-08,3304,4031.5
"Plekhh2","213556",7,2.4713003328411e-07,6893,7735.5
"Cracr2b","213573",10,5.92912209556891e-07,10303,11888
"Dync2li1","213575",4,1.2883165255642e-07,4764,5883
"Map9","213582",10,5.25885205994104e-07,9841,9922
"Slc44a3","213603",8,1.93327020132826e-07,6022,7879
"Arhgef19","213649",3,1.7470201891703e-07,5675,4045.5
"9530068E07Rik","213673",3,1.99227147399232e-07,6122,6515.5
"Duoxa1","213696",3,1.73618395434366e-07,5655,6238
"Xist","213742",48,6.88211322630855e-05,17573,17579
"Zfp598","213753",1,1.34210324435207e-08,946,1879
"Prepl","213760",4,6.84482086990696e-08,3180.5,4616.5
"Nutm1","213765",3,1.12683181813462e-07,4390.5,5179.5
"Tbl3","213773",2,7.22879086527199e-08,3314,2423.5
"Plekhg1","213783",21,2.16178648981526e-06,14739,15338
"Casd1","213819",8,8.41660509696212e-07,11570,10771
"Arcn1","213827",3,9.36211279685825e-08,3885.5,4470.5
"Bms1","213895",7,4.58243624544262e-07,9319,10487
"Atg9b","213948",3,9.58899392185024e-08,3955,3597.5
"Fam83f","213956",4,2.24421065361583e-07,6541,7318.5
"Fbxw10","213980",2,7.6901508835617e-08,3416.5,3351.5
"Tnrc6b","213988",10,1.12897684019264e-06,12622,13392
"Tmem82","213989",5,1.41082179644544e-07,5022,6195.5
"Agap3","213990",5,1.17867263006163e-07,4530,5526
"Ccdc186","213993",2,7.06686297904838e-08,3248,2423.5
"Larp1b","214048",9,3.8058542094158e-07,8602,9055.5
"Megf11","214058",8,6.59112449307631e-07,10715,11656.5
"Dnajc16","214063",1,7.79200945014906e-08,3443.5,1213.5
"Slc18a2","214084",21,2.68314985703758e-06,15286,15912.5
"Sox30","214105",1,7.7180384450931e-07,11241,780
"4933430I17Rik","214106",2,1.08756243203542e-07,4289.5,3291.5
"Slc24a1","214111",6,1.28718228705498e-06,13061,12719
"Nipal4","214112",10,5.93689452304071e-07,10310,11912
"Tet2","214133",11,2.19420464013837e-06,14774,14440
"Arhgap29","214137",22,2.45128982433534e-06,15053,15636.5
"Ago3","214150",5,4.64143383856562e-07,9371,9406
"Kmt2a","214162",7,2.5178908777623e-07,6961,8279
"Scgn","214189",5,1.70162748342186e-07,5588,6966.5
"Pak6","214230",7,2.79882340368789e-07,7374,8896
"Disp2","214240",16,2.35770824089615e-06,14952,13124.5
"Etnk2","214253",8,2.39881966763145e-07,6795,8283
"Nudt15","214254",2,5.39680901016799e-08,2647.5,2659.5
"Zcchc6","214290",1,1.34210324435207e-08,946,1879
"Crygn","214301",3,3.39504233524942e-06,15780,11153
"Gm4787","214321",3,5.69719123362553e-08,2736.5,4017.5
"Lrrc1","214345",10,5.39913759511981e-07,9955,11138
"Tmem51","214359",23,1.65010101024768e-06,13926,15041
"Myocd","214384",12,2.67486891382748e-06,15276,14469
"Gm4788","214403",2,3.520725119052e-08,2126.5,3155.5
"Parp16","214424",5,1.3147251014049e-07,4833,5628
"Cilp","214425",16,7.99077222795123e-06,16979,16888.5
"Cdk5rap2","214444",7,2.50853536016942e-07,6941,8561.5
"Fnbp1l","214459",36,2.91052316733144e-06,15456,16333.5
"Fam168b","214469",2,3.14556650699385e-08,1897,3033
"BC003965","214489",3,2.76785532812848e-07,7315,6917.5
"Cdc73","214498",3,9.59714951932917e-08,3962,4634
"Gnptg","214505",3,1.18449415829578e-07,4543,4350.5
"Tmprss4","214523",8,3.43444152671637e-07,8203,9826.5
"Tmprss13","214531",8,8.94556560259197e-07,11794,11288.5
"She","214547",17,1.49311524920628e-06,13602,13858.5
"Cep164","214552",8,1.00600519936396e-06,12238,9219.5
"Prmt7","214572",7,5.55030655509777e-07,10071,10693
"Tdrd5","214575",9,5.77858876794751e-07,10207,10938
"Aldh5a1","214579",6,2.06741008546205e-07,6251,7214
"Pstk","214580",2,3.499126328166e-08,2081.5,2597.5
"Spg11","214585",3,8.94521117232688e-08,3772,4307
"Sidt2","214597",1,1.34210324435207e-08,946,1879
"Slc10a3","214601",2,5.84421270774114e-08,2812.5,2794.5
"Papd5","214627",2,2.94282492652103e-08,1699,2904
"4930486L24Rik","214639",13,7.49567319635768e-07,11150,12748.5
"Cped1","214642",4,1.84450251786705e-07,5872,6848
"Slc25a29","214663",10,8.70538383952258e-07,11689,11866.5
"L3mbtl2","214669",1,1.34210324435207e-08,946,1879
"Chadl","214685",5,2.31862213876273e-07,6647,7396.5
"Iqub","214704",4,6.47301833815884e-07,10651,5674
"Rcor3","214742",10,8.17342580990598e-07,11462,10442
"Mb21d1","214763",13,6.776345741672e-07,10820,12302
"Edrf1","214764",5,3.4654713190309e-07,8235,7032
"Zfp879","214779",1,1.85766634751959e-08,1598.5,1104.5
"Sertad4","214791",30,1.84598137849228e-06,14281,15375
"Syde2","214804",8,4.1101824080177e-07,8897,10284.5
"Neurl3","214854",8,5.63276456944268e-07,10125,11531.5
"Arid5a","214855",8,5.27609894105527e-07,9852,11445
"Lman2l","214895",2,5.84722344861782e-08,2868.5,2293.5
"Csnk1g1","214897",5,2.30604909662774e-07,6636,7802
"Kdm5a","214899",18,1.92145566269451e-06,14385,14949
"Chtf18","214901",10,5.28163488787957e-07,9860,11224
"Fam173a","214917",0,0,335.5,335.5
"Slc39a2","214922",11,2.92434012825638e-06,15469,15888.5
"Fbxl16","214931",16,1.69032671195162e-06,14002,12091
"Cecr5","214932",0,0,335.5,335.5
"Mob3b","214944",19,1.18586655854038e-06,12788,14138.5
"Rhbdl1","214951",8,1.36031759521822e-06,13248,13686
"Rhot2","214952",4,1.73271462292704e-07,5645,6383
"Sema6d","214968",27,1.9657840195481e-06,14466,15564
"Chtf8","214987",4,2.86866024551996e-07,7484,6252
"Wfikkn1","215001",3,2.53468978069257e-07,6981,4632.5
"Vezt","215008",4,3.12335910449931e-07,7831,7399
"Fam20b","215015",9,7.5331652304186e-07,11162,10646.5
"Vgll2","215031",6,4.55557138843501e-07,9295,8859.5
"Bud13","215051",1,4.50210946338907e-08,2319,1246
"Slc35f1","215085",13,1.80005443309314e-06,14206,14620.5
"Maneal","215090",7,4.8865247974954e-07,9567,7177
"Astl","215095",2,2.69163040015774e-07,7202,5564
"Slc43a2","215113",25,2.07645007309789e-06,14625,15140
"Hip1","215114",21,1.06872947301745e-06,12445,13976
"Rhbdd2","215160",2,1.08974302493079e-06,12502,2210
"Diexf","215193",5,5.74416873308809e-07,10187,8454.5
"Kri1","215194",0,0,335.5,335.5
"Trmt2b","215201",2,6.3781588847092e-08,3051,2340.5
"Tmem120a","215210",14,9.40803557949732e-07,11978,12168.5
"Traf3ip3","215243",12,8.18147281478714e-07,11466,11751.5
"Il1f9","215257",10,3.06498207309879e-06,15572,16290
"Il1f10","215274",1,1.13980039359587e-07,4418,943
"Wipf1","215280",17,8.61004762323497e-07,11648,13262.5
"Camk1g","215303",5,3.08865142518988e-07,7767,5865.5
"Slc36a3","215332",1,1.80346326264178e-08,1460.5,1475.5
"Slc36a1","215335",6,4.09909064130325e-07,8887,9786
"Senp6","215351",9,4.9994926173458e-07,9650,10214.5
"Brinp3","215378",10,8.08873774251678e-07,11419,12104
"Ncaph","215387",25,2.50025886377363e-06,15105,15872
"Csrnp1","215418",17,3.51948238896781e-06,15852,16357
"Slc35e3","215436",2,1.42115007761456e-07,5040,4646
"Rab11fip3","215445",6,1.84179271334018e-07,5865,6841.5
"Entpd3","215446",14,1.19267356552744e-06,12809,13387
"Rap1b","215449",6,1.3214020745382e-07,4855,6448.5
"Gpat2","215456",13,2.46791065154222e-06,15075,15283.5
"Gm4792","215472",2,8.21408126350919e-07,11487,4735.5
"Sec22c","215474",6,2.33391785387476e-07,6670,7534.5
"Prr14l","215476",2,5.39680901016799e-08,2647.5,2659.5
"Pomgnt2","215494",7,2.98202054011966e-07,7634,8657
"Fam117a","215512",16,1.45614128603445e-06,13507,13992.5
"Rnpep","215615",3,1.85536531614655e-07,5885,5617
"Zbtb8b","215627",2,1.0850463945917e-07,4278.5,2367.5
"Psd4","215632",2,5.36006561547825e-08,2632,3545
"Rassf2","215653",19,1.39770336201572e-06,13351,13824.5
"Nav1","215690",24,1.22818583542636e-06,12901,14350
"Zmat1","215693",9,4.11923253467244e-07,8906,10006.5
"Arrdc1","215705",7,1.86217185695514e-07,5903,7396.5
"Ccdc92","215707",4,7.76266170989624e-08,3425,5012
"Fam73a","215708",13,3.95389567551609e-07,8755,10629.5
"Mfsd6l","215723",1,5.05148320134313e-08,2538.5,903.5
"Cnksr3","215748",12,1.15549820358049e-06,12709,13451
"Ginm1","215751",6,2.71900053936644e-07,7246,8233
"Adgb","215772",5,1.58578167957285e-07,5372,6590
"Phactr2","215789",20,1.69009303865015e-06,14000,13626
"Adgrg6","215798",32,4.22529972920349e-06,16179,16821
"Ccdc28a","215814",1,4.93821893060301e-08,2506,693.5
"Nhsl1","215819",11,5.83270824432874e-07,10240,11583.5
"Arfgef3","215821",20,1.53415700156482e-06,13709,14527.5
"Clvs2","215890",8,4.55043420755703e-07,9290,9992
"Fam26f","215900",31,7.03361070476068e-06,16884,17209.5
"Rfpl4b","215919",1,4.05470576581593e-08,2212.5,1155.5
"BC021785","215928",0,0,335.5,335.5
"AI317395","215929",15,1.22775573602703e-06,12900,13519.5
"Lace1","215951",5,6.29135174795939e-07,10535,9053.5
"Mcu","215999",5,3.40106247702906e-07,8157,6406
"Micu1","216001",3,6.25596577078883e-08,2987.5,3706.5
"Lrrc20","216011",12,6.1045351534497e-07,10420,11857
"Hkdc1","216019",11,9.75067009054411e-07,12104,12895
"Stox1","216021",4,1.2251825693475e-07,4633,5740.5
"Lrrtm3","216028",11,5.07837085443843e-07,9721,10901
"Ctnna3","216033",7,2.79212489726406e-07,7366,8256.5
"Zfp365","216049",23,2.54901745363417e-06,15162,15948
"Ube2d1","216080",8,2.90891706178489e-07,7540,8480.5
"Ybey","216119",1,1.60072168216896e-08,1243,1326
"Trappc10","216131",1,1.34210324435207e-08,946,1879
"Pdxk","216134",10,1.50189418464338e-06,13626,12140.5
"Ilvbl","216136",3,1.1160293441408e-07,4360,5123
"Shc2","216148",0,0,335.5,335.5
"Cdc34","216150",4,1.16213565193364e-07,4491,5476.5
"Polrmt","216151",6,3.75988731738507e-07,8545,9001.5
"Lppr3","216152",10,3.71452807729466e-06,15962,14930
"Med16","216154",1,3.3131408442678e-08,1991.5,1085.5
"Wdr18","216156",2,1.1187500963961e-07,4371,2164.5
"Tmem259","216157",0,0,335.5,335.5
"Sbno2","216161",6,1.6465026550743e-06,13920,12105.5
"Plk5","216166",5,5.27635764257352e-07,9853,8040
"Abhd17a","216169",5,1.37494959281298e-07,4965,6156
"AU041133","216177",3,4.09716499936887e-07,8885,4702
"Aldh1l2","216188",15,4.12813142987045e-06,16142,16390.5
"Appl2","216190",16,2.4593842181206e-06,15063,15262
"Ckap4","216197",23,1.30810619154648e-06,13115,13932.5
"Tcp11l2","216198",18,2.34879709206983e-06,14939,15499
"Slc5a8","216225",11,1.01021175397884e-06,12250,13335.5
"Socs2","216233",38,5.08495846495605e-06,16476,16912
"Eea1","216238",11,9.14075932428317e-07,11865,12381.5
"Cep290","216274",7,9.93803620831763e-07,12187,7744.5
"Alx1","216285",10,2.2222743457155e-06,14800,13412
"Mettl25","216292",1,1.34210324435207e-08,946,1879
"Tph2","216343",9,9.14996829094416e-07,11868,13160.5
"Rab21","216344",5,1.31250750491025e-07,4829,5577.5
"Zfc3h1","216345",2,6.28400867506136e-08,3007.5,2488.5
"Tspan8","216350",38,4.54271553708857e-06,16311,16767
"Rab3ip","216363",6,2.69344724432081e-07,7207,8295.5
"C230029M16","216377",3,1.90980201968037e-05,17407,7374.5
"Tmem5","216395",3,5.30258959080778e-08,2623.5,4024.5
"March9","216438",3,6.87134945390177e-08,3187,4288
"Os9","216440",10,3.61846358128117e-07,8409,9950
"Mars","216443",1,4.50210946338907e-08,2319,1246
"Arhgap9","216445",20,1.43093020494609e-06,13445,14359
"BC089597","216454",8,3.32277086055444e-06,15739,15776
"Gls2","216456",12,4.82740596361364e-07,9508,11043.5
"Pik3ip1","216505",26,2.89455772830465e-06,15440,15424
"Ccdc157","216516",1,4.05470576581593e-08,2212.5,1155.5
"Ccm2","216527",3,1.16010379779123e-07,4469,5466
"Cep68","216543",6,1.91268408136359e-07,5988,7079.5
"Aftph","216549",5,2.58482334945068e-07,7054,7600
"Lgalsl","216551",24,2.29345174301534e-06,14884,15146
"Ugp2","216558",12,4.13300460200938e-07,8918,10171.5
"Wdpcp","216560",3,1.6850869167966e-07,5551,4485
"Ehbp1","216565",5,1.87340129135775e-07,5922,7124
"Papolg","216578",1,1.34210324435207e-08,946,1879
"Ccdc85a","216613",16,7.99674934900956e-06,16980,13736.5
"Efemp1","216616",38,5.78940187805433e-06,16647,17071
"Cfap36","216618",8,3.01155849403113e-07,7676,8448
"Gabrp","216643",9,1.48651182741919e-06,13590,13893.5
"Clint1","216705",2,3.14556650699385e-08,1897,3033
"Rufy1","216724",4,1.44001658835135e-07,5078,5712
"Adamts2","216725",28,3.93381283732228e-06,16070,15974
"Acsl6","216739",16,8.15740926691593e-07,11455,13030
"Fnip1","216742",7,3.3165253820372e-07,8053,9244
"Nmur2","216749",2,3.36360103364679e-08,2007.5,3226.5
"Mfap3","216760",5,1.41658770106915e-07,5031,6267
"Gemin5","216766",7,2.83918809465431e-07,7436,8404.5
"Mrpl22","216767",2,5.84421270774114e-08,2812.5,2794.5
"Iba57","216792",3,1.12134228874374e-07,4380,5255
"Wnt9a","216795",13,4.23128577188512e-06,16180,14725.5
"Nlrp3","216799",11,1.87189358665203e-06,14313,14962.5
"Flcn","216805",5,3.74227530598436e-07,8526,9865
"Tom1l2","216810",6,1.12595294815667e-06,12611,6620
"Dhrs7b","216820",3,7.94843373679968e-08,3505,4369.5
"Tmem11","216821",3,6.70216885983032e-08,3140.5,4185.5
"Usp22","216825",9,4.48351723448415e-07,9236,8802
"Mmgt2","216829",5,2.11936685912278e-07,6340,5515
"Arhgap44","216831",6,1.51498503954504e-07,5248,6200.5
"Usp43","216835",5,1.29769881255581e-07,4789,5824
"Cntrob","216846",5,1.71465034299284e-07,5614,6464.5
"Chd3","216848",13,6.28634657625243e-07,10533,11876.5
"Kdm6b","216850",22,2.12435129561182e-06,14689,15640
"Wrap53","216853",4,1.64121755366655e-07,5478,6635
"Nlgn2","216856",10,3.96342754803033e-07,8762,9718.5
"Kctd11","216858",3,8.68794057282643e-08,3708.5,3637.5
"Acap1","216859",14,5.51561347346638e-07,10041,11848
"Neurl4","216860",2,4.65524408861987e-08,2390.5,2560.5
"Mgl2","216864",14,1.48972312324955e-06,13594,14466
"Slc16a11","216867",3,1.24569875465423e-07,4676,5511.5
"Arrb2","216869",8,3.34612450811235e-07,8087,9106
"Spag7","216873",2,3.499126328166e-08,2081.5,2597.5
"Camta2","216874",4,1.50932106821793e-07,5240,6168
"Dhx33","216877",5,5.30715582502658e-07,9886,10025
"Wscd1","216881",10,1.06691117252273e-06,12438,11601.5
"Spns2","216892",24,1.62243416610545e-06,13877,15020
"Coro6","216961",4,1.7339535457029e-07,5649,5252.5
"Git1","216963",5,1.5255314423751e-07,5263,5775.5
"Trp53i13","216964",2,3.30126394428334e-08,1978.5,3197.5
"Taok1","216965",10,7.91367052601426e-07,11352,12375
"Fam222b","216971",2,2.94282492652103e-08,1699,2904
"Proca1","216974",7,2.99566131684536e-07,7654,8977.5
"BC030499","216976",7,8.78059178454384e-07,11722,10154.5
"Utp6","216987",10,6.06565143683066e-07,10401,11043.5
"Adap2","216991",13,6.38346625697533e-07,10600,12193
"Nle1","217011",2,4.65524408861987e-08,2390.5,2560.5
"Unc45b","217012",20,1.69287147064243e-06,14008,15070
"Heatr6","217026",3,8.66758466121734e-08,3697,3556.5
"Synrg","217030",2,2.34608979823793e-07,6689,2210
"Tada2a","217031",2,3.14556650699385e-08,1897,3033
"Mrm1","217038",2,2.94282492652103e-08,1699,2904
"Ggnbp2","217039",1,1.34210324435207e-08,946,1879
"Ptrh2","217057",1,1.34210324435207e-08,946,1879
"Gm15698","217066",10,2.46015909213084e-06,15066,15291
"Trim25","217069",16,1.58075265474467e-06,13795,14294
"Hlf","217082",18,2.75567048249097e-06,15343,14455
"Utp18","217109",3,9.38110803025112e-08,3890,4690
"Xylt2","217119",1,3.76096056738152e-08,2156,943
"Gm11545","217122",6,3.51101786179602e-07,8276,8736
"Samd14","217125",14,5.94180138400173e-07,10315,11799
"Kat7","217127",1,1.34210324435207e-08,946,1879
"Prr15l","217138",5,1.35765045157384e-07,4933,6237
"Scrn2","217140",6,1.30335876880731e-07,4802,6254
"Gpr179","217143",0,0,335.5,335.5
"Cisd3","217149",9,4.60402833208436e-07,9340,10800.5
"Stac2","217154",14,9.56097866218268e-07,12036,13475.5
"Nr1d1","217166",8,9.19620362237421e-07,11885,12968
"Tns4","217169",9,5.67531631068684e-07,10144,10703
"Klhl11","217194",0,0,335.5,335.5
"Plekhh3","217198",6,2.35664281974669e-07,6716,7427.5
